,RegionID,SizeRank,RegionName,RegionType,StateName,date_2018_03_31,date_2018_04_30,date_2018_05_31,date_2018_06_30,date_2018_07_31,date_2018_08_31,date_2018_09_30,date_2018_10_31,date_2018_11_30,date_2018_12_31,date_2019_01_31,date_2019_02_28,date_2019_03_31,date_2019_04_30,date_2019_05_31,date_2019_06_30,date_2019_07_31,date_2019_08_31,date_2019_09_30,date_2019_10_31,date_2019_11_30,date_2019_12_31,date_2020_01_31,date_2020_02_29,date_2020_03_31,date_2020_04_30,date_2020_05_31,date_2020_06_30,date_2020_07_31,date_2020_08_31,date_2020_09_30,date_2020_10_31,date_2020_11_30,date_2020_12_31,date_2021_01_31,date_2021_02_28,date_2021_03_31,date_2021_04_30,date_2021_05_31,date_2021_06_30,date_2021_07_31,date_2021_08_31,date_2021_09_30,date_2021_10_31,date_2021_11_30,date_2021_12_31,date_2022_01_31,date_2022_02_28,date_2022_03_31,date_2022_04_30,date_2022_05_31,date_2022_06_30,date_2022_07_31,date_2022_08_31,date_2022_09_30,date_2022_10_31,date_2022_11_30,date_2022_12_31,date_2023_01_31,date_2023_02_28,date_2023_03_31,date_2023_04_30,date_2023_05_31,date_2023_06_30,date_2023_07_31,date_2023_08_31,date_2023_09_30,date_2023_10_31
0,102001,0,United States,country,,1439.118277971569,1449.2593546262908,1458.0474098709674,1465.862855929016,1471.4221358396342,1474.7828212663203,1474.5283531134012,1473.9220925817228,1474.514109151309,1476.7031082348865,1481.395097356536,1488.1208561853612,1498.483493308321,1508.838339987501,1518.8219301082331,1527.3307018901298,1533.5432657226515,1537.085836402474,1537.3199702211575,1536.2417185465135,1535.1814928046783,1536.3225069772732,1541.646480366143,1550.3252606656602,1558.6574150605406,1558.5909869253885,1556.6796430289007,1556.2286449554124,1561.1042026720122,1562.6461417336925,1560.6766463223416,1558.8573102701523,1559.8989663285977,1562.2856104125135,1567.8516182415424,1576.5862504278184,1591.9779569193431,1613.6043360438184,1641.594574599575,1673.5545912031473,1706.7850832353722,1737.9537727808383,1763.3676933183615,1779.8567219083109,1791.014700739926,1801.5578025508105,1813.571556110859,1830.385060730133,1847.7326762972496,1869.4957833806984,1892.0318459374887,1915.4614440598143,1935.0521988479763,1946.7608870616295,1950.854106480152,1948.271819748376,1943.3640795523856,1941.4954750329173,1944.1740942821448,1950.8188432247905,1959.8288318248576,1970.7455568767184,1983.1894480372712,1994.070902697102,2004.1037101270344,2010.3613819578516,2013.1323722674904,2011.2247145973472
1,394913,1,"New York, NY",msa,NY,2548.9786346039105,2569.804085621147,2588.3969617316475,2606.7866188429552,2619.282655001266,2628.544542225903,2628.8876767033453,2619.529283101185,2607.626480584393,2597.15688180534,2596.24618895107,2605.8513963575256,2620.689909260537,2639.139289849947,2659.5391619621987,2682.700961524194,2698.0795157536754,2705.2899439972143,2702.770529757983,2698.0187869882598,2685.123934454388,2677.452156994354,2677.130039005572,2692.018467337737,2702.479332488944,2694.8693689358843,2676.2242676864103,2651.281818788877,2625.9491789605627,,,2477.624680995029,2446.8642153991946,2433.000647939352,2428.846276168154,2438.916615423268,2462.18614740423,2493.641009826319,2540.0998187272244,2597.204653204914,2662.361264280416,2725.7222290371456,2777.321108959653,2810.15243538704,2831.6963888472405,2850.4443710473065,2876.018510290735,2913.1778412976205,2954.328878238927,2999.49726722549,3053.664470101557,3113.264769921265,3165.3534559767577,3193.863770880998,3195.716941314122,3177.211314389454,3143.7007031235967,3119.731465554229,3113.490723331477,3128.0522269039875,3153.957894790271,3190.494578759193,3230.605612142241,3267.742001317203,3291.9543188418133,3300.8511185890866,3299.062375013209,3282.7531311672738
2,753899,2,"Los Angeles, CA",msa,CA,2249.35914608408,2260.672678269827,2270.3074155079094,2281.8554424778386,2291.6978514454213,2300.491570486954,2305.9224712949376,2310.9269733213464,2317.253114855243,2322.487566064275,2328.155988814812,2332.603939922284,2344.2017693594207,2354.382656684228,2366.0243544665573,2375.2300138034907,2383.8313270811323,2390.5502764472394,2394.3274225846617,2396.24817566622,2399.095128591844,2403.079170567804,2412.4250306614986,2417.6442836063625,2417.809876595962,2403.518086276812,2390.462874170378,2381.639354271285,2382.304032276249,2382.4727519175262,2383.7494744452824,2386.5756155086065,2391.6443017435904,2392.363543429878,2395.142055866145,2400.7067472980675,2414.2863185113474,2429.5532693359046,2451.829781036364,2488.1762744662547,2536.835270580097,2592.8513887032364,2635.1733929655334,2665.734567608832,2681.8732291115093,2701.981869362134,2721.2919867596406,2748.014293157285,2774.21499377789,2804.389411915845,2833.509391497077,2858.3490906176617,2880.4121737716555,2896.719099272188,2903.989719038501,2901.2405919935304,2892.937102082937,2887.451730556025,2884.393939320937,2892.2492934597462,2901.978247522029,2916.9450546996613,2924.1028500596053,2934.9429323100267,2948.572687751868,2961.198542568353,2965.71925636653,2962.7023278557904
3,394463,3,"Chicago, IL",msa,IL,1533.9909036007748,1544.8565283465018,1554.7221752537243,1563.026441831763,1566.640036685152,1563.9061988553767,1553.9029304071398,1543.149774616175,1537.1730132945024,1538.0648827189302,1546.6370844969538,1556.8661365260352,1572.011274206891,1585.1376367669277,1596.5133045623622,1604.0453934292273,1607.0396292579412,1607.612013188785,1602.8881522079585,1595.5125417901745,1588.15245854173,1583.3641966376997,1592.4099192448436,1603.7496484772842,1617.9206290089944,1618.153872037688,1616.59597581187,1612.865115715507,1611.8838793118173,1605.6619560284937,1591.6995100034678,1572.1416643096522,1556.852950404994,1548.278464895302,1546.5858924946438,1553.4722661861288,1570.9269972111451,1598.617604365932,1626.856832594914,1651.1706379699292,1669.7663310791006,1682.7380340503137,1690.0639661424557,1690.9627534415526,1691.6311391055458,1697.3992784893276,1711.2323185412756,1728.3905697606783,1748.6396915351236,1771.035998354899,1795.0781890889205,1815.1453243736407,1831.9710885083664,1839.3395981985764,1841.440974814298,1839.5629265521848,1834.8659964588448,1836.8892209491469,1843.6812562708435,1856.1102348402867,1869.4783307620276,1885.475161076156,1908.0171139795025,1928.2472658502809,1940.57501616753,1947.9530103387203,1946.5234521319107,1939.1721270825108
4,394514,4,"Dallas, TX",msa,TX,1312.7089693806506,1319.9398583391337,1324.7601792523078,1333.057703616381,1337.326532087114,1339.5053824504305,1336.750706189542,1338.8339444360497,1338.9228978420265,1341.0544072680732,1343.1685166510406,1348.7071607258008,1359.8516192907173,1369.557693513338,1378.1294166610655,1384.828287108074,1388.7747449724495,1391.938605068549,1392.21964374635,1392.1217530957526,1389.219979916994,1385.711593293934,1387.131578198214,1393.8784204091403,1401.8053690013307,1402.9769673764383,1401.0928797608483,1401.652222670746,1405.6846122924803,1410.843174031459,1414.4219329710356,1419.3691870503674,1423.5288304567116,1427.53995198394,1428.6194016833745,1433.4729238745454,1443.0340702474866,1464.8475904299778,1494.2518516584628,1529.2309779512605,1564.7141787136727,1597.153278627187,1622.3571171514272,1638.3482906373486,1650.9896003083425,1661.809234102381,1674.0512154558185,1686.6831755261874,1699.8008629288129,1720.4395416174657,1745.1229181121614,1775.6760950085463,1796.9556035670964,1804.725552996949,1801.0899400972028,1791.0365190591472,1782.1500308293353,1774.252975947052,1773.147520998682,1776.8814318446816,1783.4376348298638,1787.0413338649666,1793.4121285782494,1801.7587098366116,1810.243875272942,1812.496139509154,1808.404169464004,1802.510193804758
5,394692,5,"Houston, TX",msa,TX,1339.7309420988345,1347.3909684815717,1349.265183911189,1355.36560830675,1355.1170486304648,1354.4225419980398,1350.208210818257,1349.1725418105575,1350.9973192468335,1350.8643249292184,1352.7395011797564,1352.2722999609186,1358.934440706644,1364.0059269712433,1372.74989552484,1378.9963949126825,1382.5589474169374,1381.4611796682532,1378.333701151085,1377.7024420156995,1378.297716042093,1381.9072346358846,1384.9463982662596,1391.460060560691,1396.6363858094207,1393.249134480125,1385.8880289255237,1379.5739487307903,1383.6619766202314,1388.3961645656232,1390.2392291332278,1392.7063722745047,1396.3039763118911,1397.9214942769977,1397.561514688944,1393.3980540715538,1399.0140500597763,1411.4622965969852,1435.4401672682889,1463.394975614797,1490.437684165464,1513.9514167231428,1528.1717223738897,1536.5289588037997,1541.4520513960326,1546.8013183690489,1554.2919157538458,1563.917584328291,1573.8484654274828,1585.6564786595989,1597.952500155558,1613.2682215691611,1625.1364516279068,1631.8908186065328,1628.3432799700115,1623.9078888419276,1620.1942322662574,1619.4094583112103,1626.7113898346715,1634.3634472295375,1644.373788466578,1648.7346918571964,1657.9636523137126,1667.7102215530042,1674.9005886116215,1675.905910832727,1673.5986147165695,1668.1036256536256
6,395209,6,"Washington, DC",msa,VA,1856.2068407686288,1867.3925991975827,1879.0118389116376,1887.322616929854,1892.4630624002064,1895.9030633130496,1891.379241843672,1887.4359355772976,1887.797829482172,1892.1963466494976,1897.928563740322,1904.391541543749,1913.7316071019225,1924.380198862076,1935.1095978231504,1944.6845670072428,1950.755388231408,1952.7432958426125,1952.6242295859995,1946.8675397399468,1940.7200303319123,1940.0789402073835,1949.1003007201305,1958.408343053532,1968.722624423213,1966.8252871520333,1963.649582154916,1956.69640948477,1954.5242095112717,1950.7258927182415,1939.4399459542185,1924.4374035322749,1906.3373504894173,1890.972636873116,1886.8334850889787,1891.6311530386668,1903.300460136723,1921.4011974008424,1950.0041357118564,1988.125161486185,2025.937414267073,2057.6538480733548,2077.868550294937,2088.6300667185587,2089.5791981616608,2091.193837958111,2093.1049759656034,2104.8017667672034,2122.145517869972,2146.647948846374,2172.970211652815,2198.736399617221,2222.9075084153947,2233.886089870054,2235.23131466145,2221.4798648374976,2205.4622370190714,2193.2601675136334,2192.1274257417526,2203.224163054319,2216.6577263271465,2233.93342327152,2252.0313893225334,2271.682822122852,2288.081306242733,2299.6851018826687,2306.9221789980998,2307.991076277215
7,394974,7,"Philadelphia, PA",msa,PA,1381.1223957588684,1390.5737239012583,1398.7044181247225,1402.6371576746578,1404.228445038032,1403.7198512610362,1402.4820393607704,1404.4412590141258,1406.9140594296657,1406.3473779596543,1409.8575094888836,1417.043405772058,1430.8508314013266,1440.9882713092684,1447.4135150238308,1454.347597202237,1458.3256350699205,1459.1793070620347,1455.8881332263004,1455.6630351450822,1456.5280233277056,1459.948283617956,1462.6927966595913,1472.2218661421084,1481.7515306097046,1484.5488841006909,1483.3380655656576,1483.9546615560794,1488.8791570934727,1488.6887705272154,1487.9650371349046,1490.1466521211207,1494.6781841358354,1497.0739131938783,1496.4425938923468,1500.2654671334878,1508.7704567981734,1526.7214385234995,1547.5387468617469,1568.7283259847084,1587.4783726584217,1606.0779814454445,1620.5653586521462,1631.522678298012,1639.0034164044332,1650.364841450658,1661.2884689385642,1672.9410141995834,1682.406850490839,1695.4989645383987,1709.5890934497363,1725.0221228841513,1738.543175372324,1745.6268316460546,1750.312218866038,1746.1193454051097,1745.7477556489605,1741.45196530743,1744.6853029519532,1745.0781164877314,1751.275959221829,1757.612568592457,1768.7202972795733,1775.4064439850497,1784.9966977208926,1793.9285362011017,1806.0565793243452,1812.8134445633968
8,394856,8,"Miami, FL",msa,FL,1703.3498220768772,1707.7139529633455,1711.6850282514663,1717.2444435409016,1723.8850576997734,1730.9734599771575,1736.5148505110776,1742.5506803702888,1748.9207268424009,1754.8848707101145,1755.4657856952529,1756.0291561058643,1756.2661315184646,1759.954449753239,1762.8940444680188,1767.6809052835292,1772.74454772392,1778.8273502493644,1784.6784241239636,1794.3173044301298,1804.107389294375,1812.9741538315443,1815.7306542215565,1819.5751128257416,1819.486290377672,1812.48025407122,1802.2973434547696,1800.2541284496667,1805.3463776014307,1811.5542129663293,1817.3189298093696,1831.9256984410688,1851.854737791409,1869.1093193378676,1885.624656576282,1908.2904278779447,1935.986103272157,1968.623415008013,2012.180549373112,,,2210.3879751978416,2270.9436081983754,2320.823560457592,2368.1710007862284,2419.1914953184328,2466.7694977225487,2504.2335949662943,2546.762337394744,2586.056359834576,2626.3960347625343,2648.836020694563,2669.30999069064,2676.8574233152794,2685.740614177156,2690.8988766195143,2703.3336971368917,2709.4160780291813,2710.3737797650124,2711.069779424699,2716.1346048396417,2725.7123087840487,2734.1440919211555,2742.987253666302,2749.5210061876487,2754.72400271814,2758.6147976472007,2768.526923602509
9,394347,9,"Atlanta, GA",msa,GA,1276.6862353791369,1288.605440762339,1301.0589398647185,1310.3246232568863,1315.8551550133552,1318.407876340913,1319.6113275304083,1325.376445206275,1330.5170655032448,1335.214867109726,1340.7282397356432,1349.2116946757308,1361.947567457291,1372.909736882048,1382.890866834632,1391.5268008406392,1396.994029779235,1401.537067479263,1405.1004392269992,1405.164629909729,1403.4559398394615,1403.0544762290665,1407.6355423232894,1416.9538335713426,1424.7227290874223,1428.132339967401,1430.438600526753,1437.1336735503642,1451.564502837412,1465.7710996086842,1477.088013840396,1485.2710053769883,1492.8083262969294,1500.105623030445,1510.7717880598022,1526.785687247124,1546.096452523197,1571.024322845392,1601.9821999698722,1643.9385502380385,1687.5848153521897,1732.394758603025,1762.7558073448292,1784.735942542365,1792.7937337519793,1798.3966497997192,1804.2820651235356,1812.330215597258,1826.8021251921336,1840.7370441056216,1861.432105885572,1883.501675564057,1908.3779895036832,1920.653196517729,1924.3760085640777,1917.4070536003849,1909.782938752353,1910.3751110938065,1910.0726372491588,1915.85463498053,1918.2291445266928,1927.4855784890224,1932.6828070894023,1933.5551219414465,1935.0111900574725,1935.503391521905,1934.994827694982,1925.356854893344
